,context1,context2,label
958,John does not like Mary.,Is the grammar of this sentence incorrect ?,0
959,John meets often Mary.,Is the grammar of this sentence correct ?,0
960,John tries to often meet Mary.,Is the grammar of this sentence incorrect ?,0
961,John tries to meet often Mary.,Is the grammar of this sentence incorrect ?,1
962,John tries not to meet Mary.,Is the grammar of this sentence incorrect ?,0
963,John tries to meet not Mary.,Is the grammar of this sentence incorrect ?,1
964,Is Mary running the marathon?,Is the grammar of this sentence incorrect ?,0
965,Runs Mary the marathon?,Is the grammar of this sentence incorrect ?,1
966,Mary is often running the marathon.,Is the grammar of this sentence incorrect ?,0
967,Mary runs often the marathon.,Is the grammar of this sentence correct ?,0
968,Mary is not running the marathon.,Is the grammar of this sentence incorrect ?,0
969,"I didn't, as Bill had thought, go to the store.",Is the grammar of this sentence correct ?,1
970,"I did, as Bill had thought, go to the store.",Is the grammar of this sentence incorrect ?,0
971,"I did not, as Bill had thought, go to the store.",Is the grammar of this sentence incorrect ?,1
972,The writers could so believe the boy.,Is the grammar of this sentence incorrect ?,0
973,The writers so believed the boy.,Is the grammar of this sentence incorrect ?,1
974,The writers did so believe the boy.,Is the grammar of this sentence incorrect ?,0
975,The writers didn't so believe the boy.,Is the grammar of this sentence correct ?,0
976,Rome destroyed Carthage.,Is the grammar of this sentence incorrect ?,0
977,Rome's destruction of Carthage was horrific.,Is the grammar of this sentence incorrect ?,0
978,John bought the picture of himself that Bill saw.,Is the grammar of this sentence correct ?,1
979,The perception of the problem is quite thorough.,Is the grammar of this sentence incorrect ?,0
980,The knowledge of the problem is quite thorough.,Is the grammar of this sentence correct ?,1
981,The problem's perception is quite thorough.,Is the grammar of this sentence incorrect ?,1
982,The problem's knowledge is quite thorough.,Is the grammar of this sentence incorrect ?,1
983,The problem knows easily.,Is the grammar of this sentence incorrect ?,1
984,The ship sank to collect the insurance.,Is the grammar of this sentence incorrect ?,1
985,The sinking of the ship was very devious.,Is the grammar of this sentence correct ?,1
986,The sinking of the ship to collect the insurance was very devious.,Is the grammar of this sentence incorrect ?,0
987,The ship's sinking was very devious.,Is the grammar of this sentence correct ?,1
988,The ship's sinking to collect the insurance was very devious.,Is the grammar of this sentence correct ?,0
989,The testing of such drugs on oneself is too risky.,Is the grammar of this sentence correct ?,1
990,This drug's testing on oneself is too risky.,Is the grammar of this sentence correct ?,0
991,The ship was sunk to collect the insurance.,Is the grammar of this sentence correct ?,1
992,This drug must first be tested on oneself.,Is the grammar of this sentence incorrect ?,0
993,The president's moral destruction is complete.,Is the grammar of this sentence correct ?,1
994,The moral destruction of the president was certainly not helpful.,Is the grammar of this sentence correct ?,1
995,Mary wants to wear nice blue German dress.,Is the grammar of this sentence correct ?,1
996,Tomatoes were introduced in Europe after 1492.,Is the grammar of this sentence correct ?,1
997,We rich have impeccable taste.,Is the grammar of this sentence incorrect ?,0
998,Rich we have impeccable taste.,Is the grammar of this sentence correct ?,0
999,I read three his books.,Is the grammar of this sentence incorrect ?,1
1000,I read every his book.,Is the grammar of this sentence incorrect ?,1
1001,I read his every book.,Is the grammar of this sentence correct ?,1
1002,Every boy named a planet.,Is the grammar of this sentence incorrect ?,0
1003,I showed every boy a planet.,Is the grammar of this sentence correct ?,1
1004,Few boys read any of the books.,Is the grammar of this sentence correct ?,1
1005,I showed few boys any of the books.,Is the grammar of this sentence correct ?,1
1006,That few boys came upset any of the teachers.,Is the grammar of this sentence incorrect ?,1
1007,I was not reading a book when you came in.,Is the grammar of this sentence correct ?,1
1008,A boy did not laugh.,Is the grammar of this sentence correct ?,1
1009,Most boys did not laugh.,Is the grammar of this sentence correct ?,1
1010,Every boy named Mercury and Venus.,Is the grammar of this sentence incorrect ?,0
1011,Every boy named every planet.,Is the grammar of this sentence incorrect ?,0
1012,Each student speaks two languages.,Is the grammar of this sentence correct ?,1
1013,Two students speak each language.,Is the grammar of this sentence incorrect ?,0
1014,Some tourists visited all the museums.,Is the grammar of this sentence incorrect ?,0
1015,Fond of some boy every girl is.,Is the grammar of this sentence incorrect ?,0
1016,Guinevere has a single bone that is in every corner of the house.,Is the grammar of this sentence correct ?,0
1017,A critic thinks that every book is readable.,Is the grammar of this sentence incorrect ?,0
1018,Who does he admire?,Is the grammar of this sentence incorrect ?,0
1019,He admires every man.,Is the grammar of this sentence incorrect ?,0
1020,What does who admire?,Is the grammar of this sentence incorrect ?,1
1021,Who admires what?,Is the grammar of this sentence incorrect ?,0
1022,Someone from every city hates it.,Is the grammar of this sentence correct ?,1
1023,Some professor admires every student.,Is the grammar of this sentence incorrect ?,0
1024,Some professor admires every student and hates the dean.,Is the grammar of this sentence incorrect ?,0
1025,You filed every paper without inspecting.,Is the grammar of this sentence correct ?,0
1026,Everyone reported that Max and some lady disappeared.,Is the grammar of this sentence incorrect ?,0
1027,Most guests will be offended if we don't invite some philosopher.,Is the grammar of this sentence incorrect ?,0
1028,All students believe anything that many teachers say.,Is the grammar of this sentence incorrect ?,0
1029,Who will be offended if we don't invite which philosopher?,Is the grammar of this sentence incorrect ?,0
1030,Who believes anything that who says?,Is the grammar of this sentence correct ?,1
1031,Exactly two boys kissed some girl.,Is the grammar of this sentence incorrect ?,0
1032,Mary dates exactly two of the men who know a producer I like.,Is the grammar of this sentence correct ?,1
1033,Every student has to come up with three arguments that show that some condition proposed by Bill is wrong.,Is the grammar of this sentence incorrect ?,0
1034,"If we invite some philosopher, Max will be offended.",Is the grammar of this sentence correct ?,1
1035,Three relatives of mine inherited a house.,Is the grammar of this sentence correct ?,1
1036,"If three relatives of mine die, I will inherit a house.",Is the grammar of this sentence correct ?,1
1037,Everyone attended some seminar.,Is the grammar of this sentence incorrect ?,0
1038,Exactly half of the students attended some seminar.,Is the grammar of this sentence correct ?,1
1039,More than three students attended every seminar.,Is the grammar of this sentence incorrect ?,0
1040,Every student attended more than three seminars.,Is the grammar of this sentence correct ?,1
1041,Every man surrounded the fort.,Is the grammar of this sentence correct ?,0
1042,Every man lifted the table.,Is the grammar of this sentence correct ?,1
1043,Every man lifted the table together.,Is the grammar of this sentence incorrect ?,1
1044,The men surrounded the fort.,Is the grammar of this sentence correct ?,1
1045,All the men surrounded the fort.,Is the grammar of this sentence correct ?,1
1046,The men lifted the table together.,Is the grammar of this sentence incorrect ?,0
1047,A hundred men lifted the table together.,Is the grammar of this sentence correct ?,1
1048,All the men lifted the table together.,Is the grammar of this sentence incorrect ?,0
1049,Every man lifted a table.,Is the grammar of this sentence incorrect ?,0
1050,Each man lifted a table.,Is the grammar of this sentence incorrect ?,0
1051,Someone attended every seminar.,Is the grammar of this sentence incorrect ?,0
1052,More than two students attended every seminar.,Is the grammar of this sentence incorrect ?,0
1053,You married no one.,Is the grammar of this sentence incorrect ?,0
1054,I will force you to marry no one.,Is the grammar of this sentence correct ?,1
1055,We voted for me.,Is the grammar of this sentence correct ?,0
1056,Everyone had been worrying himself stiff.,Is the grammar of this sentence incorrect ?,0
1057,Everyone who had been worrying himself stiff said that he was relieved.,Is the grammar of this sentence correct ?,1
1058,There were five tourists in the room apart from myself.,Is the grammar of this sentence correct ?,1
1059,Physicists like yourself are a godsend.,Is the grammar of this sentence correct ?,1
1060,Max boasted that the queen invited Lucie and himself for a drink.,Is the grammar of this sentence correct ?,1
1061,Which pictures of him did Earl see?,Is the grammar of this sentence correct ?,1
1062,Which pictures of Earl did he see?,Is the grammar of this sentence correct ?,1
1063,Bill seems to himself to be handsome.,Is the grammar of this sentence incorrect ?,0
