,label,context
2039,1,I shipped the package halfway around the world.
2040,1,I shipped the package all the way around the world.
2041,1,I shipped the package halfway to the Antarctic.
2042,0,Fred gave the ball under Molly.
2043,0,Fred gave the ball behind Molly.
2044,0,Fred gave the ball over Molly.
2045,0,Fred offered the ball under Molly.
2046,0,Fred offered the ball over Molly.
2047,0,Sam gave the ball off the shelf.
2048,0,Sam offered the ball off the shelf.
2049,0,Jill gave the ball at Bob.
2050,0,Jill gave the ball towards Bob.
2051,0,Jill offered the ball at Bob.
2052,0,Jill offered the ball towards Bob.
2053,1,Give a fresh coat of paint to the front door.
2054,1,"One of the Jewish children is a spunky girl, who gave a black eye to the kid with the German roots before the start of the war."
2055,1,The door has a fresh coat of paint.
2056,1,The spunky girl has a black eye.
2057,1,I promise a good time to all who come.
2058,1,All who come will have a good time.
2059,1,He died from exhaustion.
2060,1,The water melted into ice.
2061,1,The water melted to ice.
2062,1,A hefty sum of money came to him from his grandfather.
2063,1,The close brush with the law put the fear of god in him.
2064,1,She fell in love.
2065,1,She fell into a sulk.
2066,1,She fell into a funk.
2067,1,To whom did you give the ball?
2068,1,To whom did you throw the ball?
2069,1,Where did you throw the ball?
2070,1,To whom did you send the package?
2071,1,Where did you send the package?
2072,1,Smith threw the ball to the first baseman.
2073,1,Smith threw the first baseman the ball.
2074,0,Smith threw the first base the ball.
2075,1,Smith envied Jones his good fortune.
2076,0,Smith envied his good fortune to Jones.
2077,1,No one can forgive you that comment.
2078,1,The recession cost my grandfather a raise.
2079,1,Mary taught John linguistics.
2080,1,Mary taught linguistics to John.
2081,1,"I threw the ball to Julian, but it fell short of him."
2082,1,"Max offered the victims help, but they refused his offer."
2083,1,"Max offered help to the victims, but they refused his offer."
2084,1,"Sarah promised her old car to Catherine, but then gave it to her son instead."
2085,1,"I taught them English for an entire year, but they don't seem to have learned."
2086,1,"I read him the figures, but when I looked up, he was gone."
2087,1,I throw you a lifeline and you giggle.
2088,1,"I kicked him the ball, but the wind blew it astray."
2089,1,"I threw Mary the ball, but she was looking at the birds flying overhead and didn't even notice."
2090,1,"I threw the ball to Mary, but she was looking at the birds flying overhead and didn't even notice."
2091,1,"Lewis shipped Sam a bicycle, but it never arrived."
2092,1,"Lewis sent Sam a bicycle, but it never arrived."
2093,1,"The police read the detainees' rights to them, but not a single one was paying attention."
2094,1,"I wrote a letter to Blair, but I tore it up before I sent it."
2095,1,"The police read the detainees their rights, but not a single one was paying attention."
2096,1,"I wrote Blair a letter, but I tore it up before I sent it."
2097,1,"Ann copied the manuscript, but she didn't finish it."
2098,1,Alex read the newspaper for an hour.
2099,1,Alex read the newspaper in an hour.
2100,0,I lent the book halfway to Tony.
2101,0,I lent the book all the way to Tony.
2102,0,I lent the book most of the way to Tony.
2103,0,I lent Tony the book partway.
2104,0,I lent Tony the book halfway.
2105,0,I lent Tony the book all the way.
2106,0,I lent Tony the book most of the way.
2107,0,Robin arrived partway at the station.
2108,0,Robin arrived all the way at the station.
2109,0,Robin arrived most of the way at the station.
2110,0,The old dog died partway.
2111,0,The old dog died halfway.
2112,0,The old dog died all the way.
2113,1,"Sandy taught the children the alphabet, but only got as far as the letter `` r ''."
2114,1,"Maxine read the children Goodnight Moon, but they fell asleep before she got to the end."
2115,1,Interviewing Richard Nixon gave Norman Mailer a book.
2116,1,Nixon's behavior gave Mailer an idea for a book.
2117,1,Nixon's behavior gave an idea for a book to every journalist living in New York City in the 1970s.
2118,1,We gave a fresh coat of paint to the house.
2119,1,The five `` soundscape '' pieces gave a festive air to Park Square.
2120,1,Gordie Gillespie still can give a piece of his mind to the umps.
2121,1,I sent the salesman to the devil.
2122,0,I sent the devil the salesman.
2123,1,Nixon's behavior gave an idea for a book to every journalist living in New York.
2124,1,The music lent a festive air to the party.
2125,1,It is very difficult to get an idea for a book simply from an interview.
2126,1,"It is unreadable, guaranteed to give a headache to anyone who looks hard at the small print."
2127,1,"`` Doing my taxes '' gives a headache to 22 percent of Americans surveyed for Pfizer, which makes tylenol pain relief medicine."
2128,1,Lopez says that he has done more than simply give a fresh coat of paint to the site.
2129,1,I think it's time you give your lovely illness to someone else!
2130,1,Sharon sprayed the plants with water.
2131,1,The farmer loaded apples into the cart.
2132,0,Monica covered a blanket over the baby.
2133,1,Monica covered the baby with a blanket.
2134,1,Carla poured lemonade into the pitcher.
2135,0,Carla poured the pitcher with lemonade.
2136,1,The farmer dumped apples into the cart.
2137,1,The window broke.
2138,1,The little boy broke the window.
2139,1,A rabbit appeared out of the magician's hat.
2140,0,The magician appeared a rabbit out of his hat.
2141,1,Martha carved a toy out of wood for the baby.
2142,1,Martha carved some wood into a toy for the baby.
2143,0,Martha carved the baby some wood into a toy.
2144,1,Margaret cut the bread.
2145,1,Janet broke the vase.
2146,1,Terry touched the cat.
2147,1,Carla hit the door.
2148,1,Crystal vases break easily.
2149,0,Cats touch easily.
2150,0,Door frames hit easily.
2151,1,Margaret cut at the bread.
2152,0,Janet broke at the vase.
2153,0,Terry touched at the cat.
2154,1,Carla hit at the door.
2155,1,Margaret cut Bill's arm.
2156,1,Margaret cut Bill on the arm.
2157,1,Janet broke Bill's finger.
2158,1,Terry touched Bill's shoulder.
2159,1,Terry touched Bill on the shoulder.
2160,1,Carla hit Bill's back.
2161,1,Carla hit Bill on the back.
2162,1,Jean moved the table.
2163,0,Jean moved at the table.
2164,1,Margaret cut the string.
2165,0,The string cut.
2166,0,The cat touched.
2167,0,The door hit.
2168,1,a The butcher cuts the meat.
2169,1,The meat cuts easily.
2170,1,Janet broke the crystal.
2171,1,Crystal breaks at the slightest touch.
2172,1,Kelly adores French fabrics.
2173,0,French fabrics adore easily.
2174,1,Joan knew the answer.
2175,0,The answer knows easily.
2176,1,Bill pounded the metal.
2177,1,Bill pounded the metal fiat.
2178,1,This metal won't pound flat.
2179,1,The cup broke.
2180,1,They gave the bicycle to me.
2181,0,The bicycle gave to me.
2182,0,The bread cut.
2183,0,The magician appeared a dove from his sleeve.
2184,1,Sylvia jumped the horse over the fence.
2185,1,The horse jumped over the fence.
2186,1,The scientist ran the rats through the maze.
2187,1,The rats ran through the maze.
2188,1,The bell rang.
2189,1,They stood the statue on the pedestal.
2190,1,The statue stood on the pedestal.
2191,1,The army lodged the soldiers in the schoolhouse.
2192,1,Heat radiates from the sun.
2193,1,The sun radiates heat.
2194,1,The departing passenger waved at the crowd.
2195,0,Jennifer craned.
2196,1,I shaved my face.
2197,1,I shaved.
2198,1,Celia braided her hair.
2199,0,Celia braided.
2200,0,Tessa sprained.
2201,1,Jill dressed hurriedly.
2202,0,I shaved myself.
2203,0,Celia brushed.
2204,1,Tessa cut herself.
2205,0,Tessa cut.
2206,1,We loaded ourselves onto the bus.
2207,1,We loaded onto the bus.
2208,1,We pulled ourselves free.
2209,1,Anne met Cathy.
2210,1,Anne and Cathy met.
2211,0,Brenda chatted Molly.
2212,1,Brenda and Molly chatted.
2213,1,The drunk hugged the lamppost.
2214,0,The drunk and the lamppost hugged.
2215,1,Italy touches France.
2216,1,Italy and France touch.
2217,0,Ellen argued Helen.
2218,1,Ellen and Helen argued.
2219,1,The sign warned us against skating on the pond.
2220,1,The sign warned against skating on the pond.
2221,1,for discussion of the same phenomenon in Russian.
2222,1,That dog bites people.
2223,1,That dog bites.
2224,1,I cut the bread with this knife.
2225,1,This knife cut the bread.
2226,1,This knife doesn't cut.
2227,1,These shears clip well.
2228,1,This machine records well.
2229,1,This oven cooks well.
2230,1,"This lotion softens, soothes, and protects."
2231,1,"This polish cleans, protects, and shines."
2232,0,This key won't open.
2233,1,This key won't open the Jock.
2234,0,This hammer won't break.
2235,1,This hammer won't break the window.
2236,1,They pushed their way through the crowd.
2237,1,They pushed through the crowd.
2238,1,Bake for 30 minutes.
2239,0,Like the ice cream.
2240,0,Like after tasting.
2241,1,Paula hit the fence.
2242,1,Paula hit at the fence.
2243,1,Faustina sprayed the lilies.
2244,0,Janet broke at the bread.
